review,sentiment
"The acting was bad, and the plot, well i don't think there was one.<br /><br />Some fat blonde chap who is always dressed in a dinner suit, kidnaps a sort from a nightclub, i think he then kills a copper. pointless fights then happen Kidnapped girl is put in cage on a boat, why? Tough uncompromising martial arts trained cop turns up, speaks bad english and does stuff that does not make sense. Its utter tripe. But he does have a nice car. christ on a bike, this film was a waste of 90 minutes.",negative
"Sarah Silverman is like a totally manic Zooey Deschanel and I think I'm in love already. Yeah, if you loved Jesus is Magic, you'll love this. If you didn't, what the heck is wrong with you? Kudos to the Comedy Channel for shoving this in my face. My life finally has meaning, and ""Your car smells like farts"" is my kind of humor. I'm a happy guy. The first episode had me laughing hysterically and I'm hungrily looking forward to next week. This is like Grease meets South Park. Completely outrageous. Sarah Silverman is someone I could watch reading the phone book. Her delivery is precise and oh so funny. She never skips a beat. Come to think of it, it's not so much her choice of material. which is some really good stuff by the way, as it is the way she chooses to deliver it. Thank you, Sarah Silverman! Thank you, Comedy Channel!",positive
"In the process of trying to establish the audiences' empathy with Jake Roedel (Tobey Maguire) the filmmakers slander the North and the Jayhawkers. Missouri never withdrew from the Union and the Union Army was not an invading force. The Southerners fought for State's Rights: the right to own slaves, elect crooked legislatures and judges, and employ a political spoils system. There's nothing noble in that. The Missourians could have easily traveled east and joined the Confederate Army.<br /><br />It seems to me that the story has nothing to do with ambiguity. When Jake leaves the Bushwhackers, it's not because he saw error in his way, he certainly doesn't give himself over to the virtue of the cause of abolition.",positive
"I just started watching The Show around July. I found it by mistake, I was channel surfing during a Vacation. It is a great show, I just wish it wasn't on so late at night. It's on at 12:30 AM. As a working person it makes it hard to watch all the time.<br /><br />I read some comments. I did not agree with the late one about not growing up in the 60's and not believing that this stuff can happen.<br /><br />I grew up in the 60's. I'm Hispanic and I had a ""White"" boyfriend plus we had black friends in High School. I believe people get along because of their interests and personalities and it has nothing to do with being a certain race or color.<br /><br />I can't wait till the show goes on DVD so I can buy it. This way I can see it from the beginning.",positive
"Another decent offering from the pen of Vince Gilligan.<br /><br />A pre-""Malcolm in the Middle"" Bryan Cranston plays Patrick Crump, a deranged guy who eventually hijacks Mulder via gunpoint and has him driving west at high speeds. It has something to do with his severe head ringing (& possible deadly combustion--his wife just experienced it), and the pressure only seems to be relieved by heading towards the left coast. Only Mulder could relate to this guy's plight, and actually bond with his captor before the all night ride is completed. <br /><br />Meanwhile, Scully seems to have solved the case with a possible remedy for Mr. Crump, and will meet them at the ocean. Check it out to see if our Dynamic Duo can hook up at the Pacific and somehow rectify Mr. Crump's big problem.",positive
"OK this movie was by far worse then the first one and the first one sucked! The zombie make up was extremely fake! The acting is very poor! And it doesn't really follow the first one! While watching this I kept thinking wow the first one is a masterpiece compared to this. I would say catch it on TV, Don't spend your money on it! Its not the worst movie i've ever seen but its on the list. I started watching it last night and fell asleep so i watched it today and almost fell asleep again! The plot was pointless, I mean i get the fact that a small military group are sent on a mission to get the blood of the lead zombie and bring it back so they can use it to save lives and stop zombies but they made it where you wanted everyone to die. They made plenty of bad guys who really were just annoying. If you ask me this was a rip off of resident evil and not a good rip off either. The plot could have made it if the acting was good and if they actually made you feel scared to see whats behind the corner. With these zombies my grandma could have went in that building and survived! out of a 1-10 i give it a 2.",negative
"If you've ever seen this movie, you'd know that it! If you haven't, and want to see a classic BAD movie, I suggest you see this movie, because it ranks right down with the worst. So, if you're REALLY bored, go rent it. If you want to know what it's like, here's my little summary: Adam Sandler is hired to work on a giant cruise ship with some Ms Universe models and five other people. Adam doesn't like how one passenger is getting all the babes, and he tries to take over with the cheezy jokes. BUT WAIT! It only gets worse! You'll have to rent the movie yourself to see how bad it truly is.",negative
"The King Maker is a film about a series of real (citation needed) events that occurred during the Portuguese Occupation in Indochina.<br /><br />Although the costumes and art direction are commendable, the movie still fails to impress the viewer. The acting, in particular, was extremely poor. Some of the actors are trying hard to let tears down and the accents, both real and fake, are extremely irritating. The storyline was also too dumb and too stupid to be true and it seemed more like a history lesson. The movie couldn't even capture that sort of regal and century-old air and it looked more like a botched attempt to make an Asian version of Elizabeth.<br /><br />Final say? Costumes and art direction give the film a breath of fresh air, but the execution was extremely poor and the actors couldn't even give natural bursts of emotion. In short, the movie sounded more like hullabaloo than a script.",negative
"I always felt that a good film should have a plot. This particular film was missing one, and I feel that it would have been more effective with a plot. This was made even worse by the fact that it seemed to go on forever; I was anxious for it to finally end. However, I just noticed that it was only 123 minutes long; it felt like four hours. Not only was there no plot but the film also lacked a notable conflict. It's not the worst movie I've seen, but I used to say that it was until I saw ""The Fast And The Furious"". So, don't think this review of mine is from someone who needs nothing but action. I actually hate most action films out today; it's just that this film is all the way on the other side of the spectrum. Not much really happens in this movie. However, the scenery and costumes were nice.",negative
"No, I've never seen any of the ""Santa Slasher"" series, i.e. 'Silent Night, Deadly Night,' the original 'Black Christmas' or this one, 'Christmas Evil.' I've heard all about their reputation, or, MADS (Mothers Against Deranged Santas.) I thought I would rent this one as I've heard it pop up as a reference on a 'Fat Guys At the Movies' segment.<br /><br />Mothers should be against this, but not for the ooooohhhh ""killer"" Santa, but for the fact this movie was just plain crap. Boring, long  even at only 92 minutes, crap.<br /><br />Little boy sees Santa arrive down a chimney in 1947, deliver presents, eat some goodies and miraculously, float up the chimney. Boy goes to bed, but returns to living room to witness Mommy and Santa (sort of) getting it on. Apparently this messed up that kid for the rest of his life, though the scene was about as steamy as when Ralphie's dad got the ""Leg Lamp"" in 'A Christmas Story.' He was sooo disturbed, he went to the attic and, well cut his own hand.<br /><br />Fast forward to the future! Now, it's 1980 and messed up boy works in a toy factory. We get a whiff of him being a little off-kilter, and he stalks both kids and parents alike. Who's naughty, who's nice, blah blah. It takes a good two-thirds of the film to get him to finally snap  as if that's not foreshadowed from frame one. NO MOVIE should take that long.<br /><br />I will admit, this movie had its tension building, but only because I kept expecting him to do something, anything to anyone. When he finally does, well, punish ""who's naughty,"" it's as graphic as a ""Garbage Pail Kid"" card. And I haven't mentioned the WTF ending. I'm thinking it was a metaphor, but in reality, it's just as weird as the rest of the movie. (Take the brother who's upset his sibling is killing, and his solution isuh, killing.) Don't open this mess, even on Christmas Eve, or Evil. Again, I didn't watch the other ""Santa-Slashers"" but this one sucked bad. It built up suspense due to the nature of the movie and never once delivered a decent present.",negative
"Absolutely hilarious. John Waters' tribute to the people he loves most (Baltimoreans) is a twisted little ditty with plenty to look at and laugh at. It's like being turned loose in a museum of kitsch! I haven't laughed so much in a theater since Serial Mom. I loved seeing old friends from the Dreamland days, Sharon Nisep and Susan Lowe, back in front of Waters' camera. The cast is simply wonderful (especially Edward Furlong and Martha Plimpton). Uses the best elements of past Waters atrocities (especially the underrated Polyester) and plenty of new surprises. Made me sick, in a wonderful way. Thanks, John!",positive
"Otto Preminger's ""Porgy and Bess"" stands, to date, as a great American musical. I believe it is time bring this film out onto VHS and DVD for countless generations to view, admire, and absorb its wonderful music.",positive
"Red spectacles<br /><br />I loved Avalon, I think This director has made some awesome demented visions of the future. This film however was boring pretentious crap. The opening scene showed great promise for what the cover art and description promise a surreal live action amimae style future noir. I feel I got that with Avalon.<br /><br />With Red Spectacles I was only driven to feel a uncomfortable to desire to what the hell the point was. The film barely made sense to me and I could not care less about the people in it. This would all be ok if the film was effective art. While the opening scene looked interesting and the scene with the giant robot-suit person holding the giant machine gun in the rain looked cool, it did not watch the film worth watching.<br /><br />Thumbs down.",negative
"This was a pretty good movie, I liked it. I thought it was a pretty accurate look at bulimia and how it's not about dieting, it's about having a pain so deep that they have to find a way to deal with it and they choose this. Beth was a very accurately drawn character and in the scene where she confronts her mom about the eating disorder you can see the pain inside her and hear it in her voice and you know how deep the pain is that she is feeling. I also think one of the best lines in the movie is where Beth yells the words, ""It's not about you."" to her mother. Those words were so true and added so much to that scene in the movie. I think that that scene was definitely the most important scene in that movie.",positive
"Waitress: Honey, here's them eggs you ordered. Honey, like bee, get it? That's called pointless foreshadowing.<br /><br />Edward Basket: Huh? (On the road) Basket: Here's your doll back, little girl. You really shouldn't be so careless with your belongings.<br /><br />Little girl: Yeah, whatever.<br /><br />Crash! Boom! Whoosh! Crackle Basket: I think that something bad is about to happen.<br /><br />(Later) Basket: Mmmm. Vicodin! What the ? (Tears open letter.) Wow! My ex-girl's handwriting has really improved. And look, her missing daughter looks kinda like the girl with the doll I accidentally was sort of responsible for getting killed, in a way. And she kind of has my hairline. I wonder, should I torture myself and go find her? Let's see what my friends at the precinct think.<br /><br />Basket's fellow male cop: HAHAHA. Willow's a funny name.<br /><br />Basket: I think that something bad is about to happen.<br /><br />(On the island) Basket: What's in the sack? AHHH.<br /><br />Tree-named crone: It's not her daughter, though.<br /><br />(In the tavern) Basket: Can you swing that? Big-boned, tree-named tavern wench: Huh? Basket: (smashes a bee). Everything is OK.<br /><br />Sensually pretty, formerly promising actress playing a lusty tavern scullery maid: That's good. Honey's not a plant, though.<br /><br />(On the greensward) Willow: Oh, yeah, and I forgot, you are the father my child, Conan, er, I mean Rowen. (Yawns.) I could have stayed and had a life with you. But I didn't. I wanted to be princess of the beehive, instead. I mean, never mind. (Nods off, jerks awake, widens eyes to anime proportions). Mwah, kiss-kiss. Love ya! What were we talking about? Basket: Who burned it? Who burned it? Who burned it? Who burned it? Who burned it? Willow: Edward. Sniff. Blink. Why. Are. You. Yelling. At. Me? Is it because I jacked your Vicodin? Sniff. Snore. What were we talking about? Basket: I think something bad is about to happen.<br /><br />Willow: My lips hurt.<br /><br />(In the schoolroom) Rose: What is man? Unappealling twins, in unison: Phallic symbol, phallic symbol.<br /><br />Rose: Echo? Echo? Basket: Step away from the bike.<br /><br />Rose: And I'm the good twin.<br /><br />Basket: I think something bad is about to happen.<br /><br />(At the beehives) Basket: Hmmm. Hallo? Ow, ow, ow, oh bother. Silly old bear. Snore.<br /><br />(At the Queen Bee's mansion) Sister Summersisle: You have so much potential. What are you doing here? Weren't you the stud Cher slapped in the face in Moonstruck? (Licks lips.) Basket: I was about to ask you the same thing. Where's the girl? Sister Summersisle: How you drone on. Let's talk about the significance of my superfluous ""s."" Basket: Look out for that semi-truck barreling toward us! Aaaaah! Oh. Never mind. Goddammit! (Pops another pill.) Mmmm. Thorazine.<br /><br />(Back at the tavern) Big-boned, supercilious tavern wench: I've tried Weightwatchers, Jenny Craig, South Beech, and I still went up a bear-suit size since last year.<br /><br />Tree-named crone: HAHAHA. All the better to roast that nosy cop in, my dear.<br /><br />Big-boned wench: Totally.<br /><br />Basket: That was the last straw that broke the Basket Case's back! Take that, wench! (Slugs her.) (Edward Basket is mysteriously attacked from behind) Voluptuous tavern wench: EEEE! Snap out of it! Leave the island already and take me with you! Do I have to tackle you or what? Snap out of it, I say! EEEE! Basket: Take that, wench! (Courageously kicks her in the face. Her eyes roll back in her head and become cartoon Xs.) Voluptuous wench: Snore (At the Nicolas Cage roast) Ellen Burstyn: And who can forget the part where Basket's cell phone rings in the middle of his bear suit scene and then the call gets dropped. It's like a wireless ad: Help me! Can you hear me now? Hahaha.<br /><br />Kate Beahan: And remember when I produced the bullets I jacked from Basket's gun? He looked so surprised. You should be more careful with your belongings, Nick. Hahaha. And your movie choices.<br /><br />All: The drone must die! Basket: (screaming) Oh, yeah, you bitches? Well, roasting me isn't gonna help your goddamn honey! Aaah. My legs! Honey, (honey, get it?) put down that torch and step away from the Basket Case. Honey! Smokey bear says don't play with matches. Hahaha. What the? Look out for that hurtling semi-truck! Ahh! Oh. Goddammit, these flashbacks from my drug experimentation phase in the seventies are getting old! Where's my heroin? Ouch. Ouch. My watch isn't fireproof. Ouch. I think something bad is about to happen. Can you hear me now? I'm ready for my close up. Goddammit! (Six months later) Voluptuous wench in modern-day slutty attire: I told that eponymous Basket Case to take me with him.<br /><br />Innocent young drone: I like to help people.<br /><br />Volptuous wench: Then get me out of my contract for the sequel! I think something bad is about to happen. EEEEE!",negative
"I've watched almost all of the Gundam/Mech anime that have showed in the US and this by far has the best story. The way its plot twists and turns has u riveted. Gundam Wing is a series that mainly focuses on politics and war. The series follows a group of five 15 year old boys who have been trained to pilot state of the art mobile suits known as Gundams. The Gundam pilots were trained to battle a powerful insurgency known as Oz. As things begin to heat up between OZ and the Gundam pilots, new political groups will form and old ones will dissipate. Old conflicts will end and new ones will arise. To obtain peace the Gundam pilots must come to grips with the events taking place in their world and put an end to all the fighting. But, how far are people willing to go to obtain their goal. I recommend this anime to anyone who is looking for a show that has a deep plot.",positive
"As noted by other reviewers this is one of the best Tarzan movies. Unlike others however, I like the beginning of the film as it feels like a pretty accurate depiction of what a trading post must have been like. Plus the exposition is needed so we know why Harry wants to go back into the jungle. In addition the beginning of the film contains one of the most thrilling and terrifying chase sequences ever made.This occurs when Harry's safari group has to outrun a tribe of cannibals. The pre-censorship production values add a lot of realism, genuinely depicting the terrible dangers that awaited Europeans going into the jungle. The film also offers, though perhaps antecedently, an accurate account of how horribly treated the native Africans were by their white employers. In addition sexy Jane, thousands of elephants , some great sets and two chetas! Not to be missed an adventure classic.",positive
"The Australian public and the Australian film industry are often heard to complain that there are not enough great Aussie films around, or that they are all the same.<br /><br />Well in this case this film is not a carbon copy of other Australian films. It is unique - it will make you laugh out-loud, it will make you cry and it will make you feel really good about yourself.<br /><br />The casting of this film is superb and the acting is second to none. The script and the photography (colour/light etc) is wonderful. But more important this is a great film. I don't want to talk about the plot as I think it is always best to see a film knowing as little about it as possible. Suffice to say this film will appeal to a wide range of audiences. Take your girlfriend, take your Mum, take your friends - for a great evening out.<br /><br />10/10!!!!",positive
"On paper this looked like a great concept: Average guy on the rebound dates up tight bookish museum curator, who is really a hot Superhero who saves the world on a regular basis. However, director Ivan Reitman and writer Don Payne (of the ""Simpson's"") almost fatally miscalculate in having their hero G-Girl (played by striking Uma Thurman) come off as a total nut job as both Superhero and secret identity persona Jenny Johnson. The movie even cops to this in a conversation between Jenny and Matt Saunders (Luke Wilson) following his rescue by G-Girl from the Statue of Liberty. Jenny curiously asks Matt what was G-Girl like. Matt replies, ""She's kind of nutty"" I think the intent was to have Jenny (Thurman) be this lonely young woman, who has no one in her life, isolated by her great physical powers. Thurman does the best she can, but her Jenny is a terrifying mood swing in dire need of Prozac. Luke Wilson is way too breezy in the role reversal of boyfriend and superhero girl friend.<br /><br />""My Super Ex-Girlfriend"" is also a victim of bad timing, coming on the tail end of ""Superman Returns"" which plays Superhero straight up, so to speak. With all its quirks and inconsistent writing I still thought ""My Super Ex-Girlfriend"" was funny and enjoyed the movie. Given that this is an Ivan Reitman movie, this could have been a lot better. Reitman starts with a great premise, and really squanders it. First off, we all love the hero. Here neither Jenny nor G-Girl is really all that likable. This is surprising for Uma Thurman, who is normally a charismatic and powerful presence. In the beginning her Jenny/ G-Girl is just plain weird. Shocking. Because if there is a woman who can play a Superhero, she is Thurmanshe looks great. Only toward the end does her Jenny become more sympathetic, instead of caricature. Although ""My Super Ex"" is not a straight Superhero story, rather a romantic comedy of sorts, it does not provide what every Superhero mythology requiresa great super villain. Here we have Professor Bedlam aka Barry (Eddie Izzard) who really is evil lite. He is no Lex Luthor. No plans for Global domination. Bedlam rather Barry does hold a grudge against G-Girl, and expectedly it has to do with their shared past. What is bizarre you don't know who you would rather spend time withBedlam or G-Girl? Luke Wilson's Matt is just ""some dude"" who happens to hook up with the psycho superhero. One of the annoying things he does is that he confides in his repugnant loser friend Vaughn (Rainn Wilson doing a bad whacked out impersonation). Wilson sometimes plays it a little too dense, and this dilutes his likable charm. This does however work, in the comic sex scene with Jenny. Matt while dating Jenny/ G-Girl realizes that he is in love with his co-worker Hannah (perky Anna Faris). So how does Matt break up with G-Girl? Well, it's not pretty and for the most part hilarious.<br /><br />Dramatic Superhero movies work. Romantic comedies with chemistry work. What may be inherently difficult are Superhero satires disguised as romantic comedies. Everyone loves the hero. However, hero nut job? Maybe not. With all Uma Thurman's talent she is unable to accomplish this convincingly. And she does not get sufficient support from Reitman and Payne. Thurman and Wilson have enough charm and presence to survive their narrative failings. ""My Super Ex-Girlfriend"" is fun and funny. Though given all involved, the movie could have been super.",positive
"Any film with a title as ridiculous as ""The Bagman"" should automatically attract the attention of any bad movie lover, but the plot is far different than what one may expect after viewing the DVD cover. The Bagman is by no means a good movie. It falls into the category of films that seem to have been (and probably were) filmed on a home video camera. The acting is awful. I haven't heard and seen such wooden acting since Troll 2. There are plenty of scenes with nudity and sex, but they are clearly jumped into too fast. The characters are morons and entirely forgettable. The ending (which I will not spoil) can be easily anticipated after watching the very first scene. Due to the cheesy nature of the film, nothing aside from the awful production values is truly scary (awful attempts at realistic gore, a driving scene where the car is clearly stationary, etc). Recommended for bad movie aficionados only.",negative
"Zombie movies are hot, I love 'em. Can't get enough. Why I would purchase a film of this caliber goes without explanation, I just really love zombies. Surprise, this really isn't much of a zombie movie; low-budget I can handle, being duped just irritates me.<br /><br />A group of horror-film clichés hold up in a warehouse/lab/who-knows-what to escape a fire storm outside. Panic, yelling, low-light, and (eventually) zombies ensue.<br /><br />I kind of feel bad for the film makers, as it is obvious that they really thought they were putting together something good; a serious, scary horror film. It isn't, far from it, it's a boring mess of wooden acting, cheesy FX, poor lighting, excessive dialogue, and over editing.<br /><br />Things first go awry when it takes a good 10+ minutes for the characters to ever sit down and start to figure out what is going on. It gets worse when another 20 minutes go by and they are still sitting around trying to figure out what is going on. All of this is littered with non-acting and bad dialogue.<br /><br />Finally some one gets attached (not by a zombie though) and hope flickers just a touch before the characters are again lounging around whining (the only emotion any one every generates) about how much this sucks. Me too guys, me too.<br /><br />Finally zombies are in the mix, but no one watching cares any more. I think there was some blood and gore tossed in, but I was too busy praying for the credits to roll to notice. And when the screen finally did fade to black I felt even more cheated by the pointlessly 'Cube' inspired ending.<br /><br />I will give credit for trying very hard, even if it failed miserably. That and the punk chick was very hot if totally under used.<br /><br />Can't really recommend this to anyone, save for film students looking for 'no-no' pointers.<br /><br />4/10",negative
"This is one of those star-filled over-the-top comedies that could a) be hysterical, or b) wish that you had gone to the dentist to have all your teeth pulled instead. Unfortunately, One Night at McCool's is a classic ""b.""<br /><br />Goldie Hawn recently commented about ""Town and Country"" that it's a big problem in Hollywood that they start with hiring the actors and putting together a deal before a script is completed. You have to figure that not only did they go into this picture without a complete script, they also mangled it daily. Maybe we need to send cards and letters to the heads of all the studio that say, ""It's the script, stupid."" <br /><br />This is also one of those movies where you find yourself feeling sorry for the actors most of the way through. They're working their asses off trying to make all this seem hysterical, but they know most of it is going to be accompanied not by belly laughs but by the sounds of the crickets you can hear inside the silent theatre.<br /><br />Is it an unmitigated disaster? Not entirely. There are some smiles along the way, mostly due to the efforts of the actors. I probably would have gone out of the theatre thinking, ""Eh. It was okay."" So why the undeniably hostile tone in my review? The ending. If, as it's been noted, the rest of the movie is just all a setup for the ending, then it misses spectacularly. I really wish I could speak specifically about it, but I hate people who give too much away (even in warning). Suffice it to say that as soon as you see John Goodman behind a bent-over Paul Reiser (nothing given away here. It's in the trailer), get the hell out of the theatre and go out thinking, ""Eh. It was okay."" The rest of the movie is tacked-on and creatively bankrupt. And you'll be appalled that there will actually be people laughing at this mess. <br /><br />If you loved ""There's Something About Mary"" or ""Meet The Parents"" (both GREAT movies), then don't bother to see this movie. Go have those teeth taken care of instead.",negative
"After a brief prologue showing a masked man stalking and then slashing the throat of an older gentleman on a deserted, urban, turn of the century Australian street, we meet Julie (Rebecca Gibney) and Peter (John Adam) as they go out house hunting. They manage to get a loan for a fixer-upper on a posh Sydney street, but it turns out that physical disrepair is not the only problem with their new home. It just may be haunted.<br /><br />13 Gantry Row combines a memorable if somewhat clichéd story with good to average direction by Catherine Millar into a slightly above average shocker.<br /><br />The biggest flaws seem partially due to budget, but not wholly excusable to that hurdle. A crucial problem occurs at the beginning of the film. The opening ""thriller scene"" features some wonky editing. Freeze frames and series of stills are used to cover up the fact that there's not much action. Suspense should be created from staging, not fancy ""fix it in the mix"" techniques. There is great atmosphere in the scene from the location, the lighting, the fog and such, but the camera should be slowly following the killer and the victim, cutting back and forth from one to the other as we track down the street, showing their increasing proximity. The tracking and the cuts need to be slow. The attack needed to be longer, clearer and better blocked. As it stands, the scene has a strong ""made for television"" feel, and a low budget one at that.<br /><br />After this scene we move to the present and the flow of the film greatly improves. The story has a lot of similarities to The Amityville Horror (1979), though the budget forces a much subtler approach. Millar and scriptwriter Tony Morphett effectively create a lot of slyly creepy scenarios, often dramatic in nature instead of special effects-oriented, such as the mysterious man who arrives to take away the old slabs of iron, which had been bizarrely affixed to an interior wall.<br /><br />For some horror fans, the first section of the film might be a little heavy on realist drama. At least the first half hour of the film is primarily about Julie and Peter trying to arrange financing for the house and then trying to settle in. But Morphett writes fine, intelligent dialogue. The material is done well enough that it's often as suspenseful as the more traditional thriller aspects that arise later--especially if you've gone through similar travails while trying to buy your own house.<br /><br />Once they get settled and things begin to get weirder, even though the special effects often leave much to be desired, the ideas are good. The performances help create tension. There isn't an abundance of death and destruction in the film--there's more of an abundance of home repair nightmares. But neither menace is really the point.<br /><br />The point is human relationships. There are a number of character arcs that are very interesting. The house exists more as a metaphor and a catalyst for stress in a romantic relationship that can make it go sour and possibly destroy it. That it's in a posh neighborhood, and that the relationship is between two successful yuppies, shows that these problems do not only afflict those who can place blame with some external woe, such as money or health problems. Peter's character evolves from a striving corporate employee with ""normal"" work-based friendships to someone with more desperation as he becomes subversive, scheming to attain something more liberating and meaningful. At the same time, we learn just how shallow those professional friendships can be. Julie goes through an almost literal nervous breakdown, but finally finds liberation when she liberates herself from her failing romantic relationship.<br /><br />Although 13 Gantry Row never quite transcends its made-for-television clunkiness, as a TV movie, this is a pretty good one, with admirable ambitions. Anyone fond of haunted house films, psycho films or horror/thrillers with a bit more metaphorical depth should find plenty to enjoy. It certainly isn't worth spending $30 for a DVD (that was the price my local PBS station was asking for a copy of the film after they showed it (factoring in shipping and handling)), but it's worth a rental, and it's definitely worth watching for free.",positive
"I really loved this movie and so did the audience that I saw it with in Los Angeles. After the film, lots of people were crying and saying how much the film had affected them. I can see why it was such a huge hit in its homeland, Sweden. The film is masterfully directed and each character brilliantly drawn so that by the end you really know these people and care about them. The music is very natural and the main song in the film quite heartbreaking but inspiring. Would definitely recommend this film for everyone to see - even people who don't normally go to subtitled films. Definitely deserved the Oscar Nomination because of the profound themes of the film reflected without pretension in a small-town community with everyday people. It is a film that unites us in this divided world and shows us the potential of the human spirit. A MUST SEE!",positive
It is a good film for kids who love dogs. It runs a bit slow early on but ends if a flurry of gooped up De Vil. The basic plot is the same as the first movie. The bright side of the movie for adults is the talking bird that thinks it is a dog. The bird talks like a human(Eric Idle of Monty Python) and barks like a dog. It is the comedy that the film needed more of. See it in the matinee so you don't have to pay full price or wait for it to appear on Disney.,negative
"Yes, in this movie you are treated to multiple little snowmen on the attack in apparently a very warm climate so yes this movie is definitely not to be taken seriously. It is in fact a much worse movie than the original as at least with that one the whole production looked like it cost more than a couple of bucks and a video camera to make. It has its funny moments, but really playing off the cheapness of your movie and making that be your intended laughs is kind of weak film making if you ask me. You can not come up with a good story, your effects are going to really be bad, hey let us just make the movie look as bad as possible with horrible one liners and we have our movie. The first one at least had a somewhat credible story as the snowman in that one attacked during the winter and not what amounts to a resort. It also had better effects too, this one is just a step or two ahead of ""Hobgoblins"" as far as the monsters are concerned and you really want to be more than a step a two above a bunch of hand puppets. Still, it makes up for all of this with a super ending that depicts a great sea vessel being taken out by the mighty frost. Actually, I am just kidding, but really it was the funniest part of the movie.",negative
"This is waaaaay to much.. so frustrating to watch.. I was waiting for the whole damn movie to end and to finally get some ANSWERS!!.. and what I've had in the end was nothing but a HUUUGE neon-sign question mark above my head!!!!! I haven't seen such a bad acting and such a nonsense movie in a long long time.. and what's bothering me is.. how come someone (an actor) read the script of such a bull!?#@ movie and say: OK, I'M IN!!! LET'S FILM THIS! This is horrible!!! THIS MOVIE SUUUUUUUUUUUUCKS!!!!!! I just can't believe I've spent an hour and a half of my life on something like this!!!",negative
"For loyal Duran Duran fans who want to watch a good music video, skip this one. The producers decided to get creative and make this 80's video something of a sci-fi story, involving the evil Barbarella villain from which the band got its name. <br /><br />What makes this idea fail is that right in the middle of some great 80's Duran Duran songs, confusing and annoying cut scenes take place showing the fictional antagonist trying to stop the band at one of their concerts. Not only is the good music repeatedly interrupted, but we have to suffer through some cheap spin-off story hosted by an evil Dr. Mario. It's almost too much to bear. 2/10",negative
"I really wanted to like this movie. I absolutely love kenny hotz, and spenny rice has a charming side to him. Not that I like spenny at all. Spenny ruins this movie. He should of let kenny and his hot girlfriend pitch the movie.<br /><br />Anyways, it's pretty boring aside from a scene with Roger Ebert in it. There really isn't too many celebrities in this movie, and most don't seem to say more than one line. Overall this movie was disappointing. I would only suggest watching it if you got it with the season 1 DVD of kenny vs spenny (it comes for free on the 3rd disc). Regardless of this production, I am still very excited to check out The Papel Chase.",negative
